index,axis,true,pred,prob,text
242,JP,1,0,0.013397373259067535,'YEAH!! Ugly As Fuck! Luna Lovegood and Albus Dumbledore. People will be people. I've stopped watching the news. I must admit you're quickly becoming one of my favourite posters on this site. D Yeeeea...
245,JP,1,0,0.0019107841653749347,"'Interesting, hmm. I like the process of sketching sketching is my favorite thing to do. Muscle and gesture are aesthetically pleasing to me. In figure drawing, Ne's my champion. Overthinking from... ..."
248,NS,0,1,0.9945592284202576,My father's Ukrainian mail order bride is 7 months pregnant with my baby brother sister. I found out yesterday. Tomorrow I was always a lion. I think a pixie cut would look very beautiful on you. Make...
248,TF,1,0,0.0014241820899769664,My father's Ukrainian mail order bride is 7 months pregnant with my baby brother sister. I found out yesterday. Tomorrow I was always a lion. I think a pixie cut would look very beautiful on you. Make...
248,JP,0,1,0.981696367263794,My father's Ukrainian mail order bride is 7 months pregnant with my baby brother sister. I found out yesterday. Tomorrow I was always a lion. I think a pixie cut would look very beautiful on you. Make...
249,TF,1,0,0.0019077056786045432,"'oh YES. That spells trouble in short order, esp when I'm repressing it out of shame or hurt. I wind up deep sixing, my feelings go away entirely, I turn into a ghost. The best thing for it is to... M..."
249,JP,0,1,0.9995591044425964,"'oh YES. That spells trouble in short order, esp when I'm repressing it out of shame or hurt. I wind up deep sixing, my feelings go away entirely, I turn into a ghost. The best thing for it is to... M..."
251,JP,1,0,0.0018773601623252034,'Without reading other answers. The danger is undefined. We don't even know if it is every danger which would mean that to answer the question we should make comparision like that if ... I thing INTJs...
252,TF,0,1,0.9825382232666016,'Hello! I am working on a presentation by type. Part of each presentation is feedback from a range of people of the type being reviewed. I would greatly appreciate it if you could take a few... Mmmm.....
252,JP,0,1,0.9995691180229187,'Hello! I am working on a presentation by type. Part of each presentation is feedback from a range of people of the type being reviewed. I would greatly appreciate it if you could take a few... Mmmm.....
254,TF,1,0,0.002008581766858697,' like the flirt express has run out of steam. It was steamy a few pages back. Now it needs more wood for the fire. wink wink This sounds less like an argument against hospitals and more like an argum...
254,JP,0,1,0.999222993850708,' like the flirt express has run out of steam. It was steamy a few pages back. Now it needs more wood for the fire. wink wink This sounds less like an argument against hospitals and more like an argum...
255,IE,0,1,0.9982813596725464,'Openness high at 80 Conscientiousness high at 83 Extroversion high at 68 Agreeableness moderate at 68 Neuroticism high at 55 Hmm... I'd say its in the ball park I took a political spectrum test a yea...
258,TF,0,1,0.9954953193664551,'So this sounds really familiar to me. I was in a relationship with an ESTJ for a year and we had the problems in our sex life. I was the one who didn't want to have sex with him. P.m. me for details....
262,NS,1,0,0.0014515324728563428,"'Maker, then Survivor The air is so quiet... John James Audubon and Roger Tory Peterson What type are they? I found on one website that Audubon is ISFP but that's about it. I know a possible ESTJ or E..."
263,IE,0,1,0.9073588848114014,"'For the past two years, I've had a good friend who is an ENTJ and saw I him on a weekly daily basis. I've had him in several basic classes but I had more with him last year we are going into... I don..."
263,TF,1,0,0.0003478889411780983,"'For the past two years, I've had a good friend who is an ENTJ and saw I him on a weekly daily basis. I've had him in several basic classes but I had more with him last year we are going into... I don..."
264,IE,1,0,0.0011036100331693888,"I've also been unable to access the blogs, I receive this message when I attempt to check. Fatal error Class 'vB Ckeditor' not found in home personal public html blog.php on line 2131 Episode 3 came o..."
265,IE,0,1,0.5128145217895508,"'3 24 pm Saturday I miss you I miss you, I miss you. It's always in my head Your hands, how soft they are in mine. Your eyes, their gentleness. Your smile, Your touch, Your laugh. 3 24 pm Saturday I m..."
265,NS,0,1,0.9984669089317322,"'3 24 pm Saturday I miss you I miss you, I miss you. It's always in my head Your hands, how soft they are in mine. Your eyes, their gentleness. Your smile, Your touch, Your laugh. 3 24 pm Saturday I m..."
265,TF,1,0,0.09358376264572144,"'3 24 pm Saturday I miss you I miss you, I miss you. It's always in my head Your hands, how soft they are in mine. Your eyes, their gentleness. Your smile, Your touch, Your laugh. 3 24 pm Saturday I m..."
267,TF,1,0,0.0004735301190521568,"'I do this all the time in relation to people, and I always feel self consious about it. Like, why would I know or remember this insignificant fact from however long ago if there wasn't some... Haha! ..."
267,JP,0,1,0.9994992017745972,"'I do this all the time in relation to people, and I always feel self consious about it. Like, why would I know or remember this insignificant fact from however long ago if there wasn't some... Haha! ..."
269,NS,0,1,0.9440619945526123,'Can you guys and gals describe to me how you generally start relationships? Mine have a tendency to start relatively quickly. I sorta treat the beginning of a relationship as anything that I am... I ...
272,IE,0,1,0.9989247918128967,"'There s analyzing the behavior when faced with a situation and then there s analyzing how trauma affects the behavior when faced with a situation. Let s say, Behavior is B, Trauma is T, Situation is...."
272,NS,0,1,0.8706037998199463,"'There s analyzing the behavior when faced with a situation and then there s analyzing how trauma affects the behavior when faced with a situation. Let s say, Behavior is B, Trauma is T, Situation is...."
272,TF,0,1,0.6182311177253723,"'There s analyzing the behavior when faced with a situation and then there s analyzing how trauma affects the behavior when faced with a situation. Let s say, Behavior is B, Trauma is T, Situation is...."
272,JP,1,0,0.0035558801610022783,"'There s analyzing the behavior when faced with a situation and then there s analyzing how trauma affects the behavior when faced with a situation. Let s say, Behavior is B, Trauma is T, Situation is...."
273,IE,0,1,0.9958068132400513,"'what does mean? This is one I have not quite understood anyhow, what are your favorite emojis and meanings? no NO. anyone can say they are a christian...and not share bread of life Romans 1 16New Int..."
274,NS,0,1,0.9994377493858337,"'HIDE YO WIFE, HIDE YO KIDS lol no, just kidding. Anyways, I have no license. If I ever bother to get one I'll drive a Kawasaki Ninja 250 everywhere until the Canadian winter hits. Then I will... I'm ..."
275,IE,0,1,0.6798019409179688,'Thank you very much Sir! I call it ..uhm.. professional clothing. 90176 shocked QUOTE Logics of Worlds 4381304 A little play of sophistry and logic is not enough to formulate a rigorous philosophical...
276,IE,1,0,0.0007874892326071858,"'So my love language is words of affirmation. I like talking a lot texting, in person talking, on the phone etc. Spending time is cool too, but the best way for someone to show me that they care is......"
276,JP,1,0,0.0015691425651311874,"'So my love language is words of affirmation. I like talking a lot texting, in person talking, on the phone etc. Spending time is cool too, but the best way for someone to show me that they care is......"
277,JP,0,1,0.998706579208374,"'To be honest I don't really have any preference, I enjoy both equally. I find that books can take a little while to get into, but are much more rewarding overall. However, with most games you... I ho..."
278,IE,1,0,0.3763037323951721,"'I think what lordmercurio was touching on was the business philosophy to think of departments as services. You may already know this, but... I think what he was trying to suggest is, don't... less th..."
278,JP,0,1,0.9482042789459229,"'I think what lordmercurio was touching on was the business philosophy to think of departments as services. You may already know this, but... I think what he was trying to suggest is, don't... less th..."
282,NS,0,1,0.9958542585372925,'my alone time is crucial to a healthy relationship so i got a little treat for myself and it was anticlimactic. went skydiving few years back and felt it was highly overrated. same reason why i don't...
282,TF,0,1,0.7969390153884888,'my alone time is crucial to a healthy relationship so i got a little treat for myself and it was anticlimactic. went skydiving few years back and felt it was highly overrated. same reason why i don't...
282,JP,0,1,0.9951844811439514,'my alone time is crucial to a healthy relationship so i got a little treat for myself and it was anticlimactic. went skydiving few years back and felt it was highly overrated. same reason why i don't...
287,IE,1,0,0.0004973915056325495,"'Doll i love all the movies you listed, and this makes me think about why your tritype is one of my faves. The healing ability often attributed to the 479 might somehow benefit the 358? There... Abuse..."
287,TF,0,1,0.9998158812522888,"'Doll i love all the movies you listed, and this makes me think about why your tritype is one of my faves. The healing ability often attributed to the 479 might somehow benefit the 358? There... Abuse..."
287,JP,0,1,0.9942692518234253,"'Doll i love all the movies you listed, and this makes me think about why your tritype is one of my faves. The healing ability often attributed to the 479 might somehow benefit the 358? There... Abuse..."
290,IE,1,0,0.1974284052848816,"'Just do it. If you look at me, I'm gonna speak to you. Just do it. I don't debate with people for shits and giggles, I probe push buttons to see what you respond to. I'm not toying with you, I'm... I..."
291,JP,0,1,0.9997161030769348,I hate not being able to afford any real help on my own. I tried using a therapy app and got a response telling me to drink bleach and another saying that I should send pictures of self harm scars... ...
300,IE,0,1,0.9988800883293152,"'I would say INFJ's, more so younger INFJ's do have this tendency. We have a vision of how we want our world to be, and are constantly trying to find a way to make the real world match up to it. More...."
300,JP,0,1,0.9985533356666565,"'I would say INFJ's, more so younger INFJ's do have this tendency. We have a vision of how we want our world to be, and are constantly trying to find a way to make the real world match up to it. More...."
301,NS,1,0,0.00037939721369184554,"married by 25 and after that have like 6 8 kids, this is not a joke I just like kids. I hope for 3 girls 3 boys. and if the first is a girl, I will name her jasmine. its a vary enchanting name LOL! I ..."
301,JP,0,1,0.9994462132453918,"married by 25 and after that have like 6 8 kids, this is not a joke I just like kids. I hope for 3 girls 3 boys. and if the first is a girl, I will name her jasmine. its a vary enchanting name LOL! I ..."
302,IE,0,1,0.7836655378341675,"'Every time I wake up, I feel like I've had my ass kicked, not achy, but just wore the hell out. I've been up for nearly 48 hours now, because that's how I operate sometimes. I spend the entire day we..."
306,IE,0,1,0.9993839263916016,"'INTJ dad and ESFJ mom 1998, infp Like I said, I'm not sure about Doyoung, but he really strikes me as someone who uses Ne a lot as he tends to be one of the members who will come up with different id..."
306,TF,1,0,0.00565619021654129,"'INTJ dad and ESFJ mom 1998, infp Like I said, I'm not sure about Doyoung, but he really strikes me as someone who uses Ne a lot as he tends to be one of the members who will come up with different id..."
307,TF,0,1,0.9453912973403931,"'Realisation. Because shorts with a liner is too difficult for you to put on? Why would you assume it does? try pants without zippers? some of the questions are unanswerable 1 for example, others make..."
307,JP,0,1,0.9995306730270386,"'Realisation. Because shorts with a liner is too difficult for you to put on? Why would you assume it does? try pants without zippers? some of the questions are unanswerable 1 for example, others make..."
309,TF,0,1,0.9951819777488708,'theres different types of meditation. Mindfulness would be like focusing where you run to and its stress reducing. There's also like ones where they have you try to quiet your thoughts and focus your...
310,TF,1,0,0.0028230934403836727,'O Aw Well I have softened with age.. I never said it was simple.. Just easier. I am not great at love with individuals.. My love life is a train wreck and always has been.. Lots of... The difference ...
310,JP,0,1,0.9992800354957581,'O Aw Well I have softened with age.. I never said it was simple.. Just easier. I am not great at love with individuals.. My love life is a train wreck and always has been.. Lots of... The difference ...
312,TF,1,0,0.0007009922992438078,'Ya am just looking for a future occupation. well as the title suggests am in dire need of help! I really don't know what career am good for. I suppose the best thing to do if your posting here is to ...
313,JP,0,1,0.8643195033073425,"'Maybe separation anxiety is not the most appropriate term for it, but I feel like I've finally come to terms with my relationship and it's not working but can't bring myself to end it. We're... Tea E..."
316,IE,0,1,0.975479781627655,'What do you guys think about ENFP? Founder of Hello Games and dev of No Man's Sky. I read this article on this site Everything INTP and noticed the differences between NFs and NTs. How to spot an NF ...
316,TF,1,0,0.0008036753279156983,'What do you guys think about ENFP? Founder of Hello Games and dev of No Man's Sky. I read this article on this site Everything INTP and noticed the differences between NFs and NTs. How to spot an NF ...
317,NS,0,1,0.9581474661827087,"'I've struggled with anxiety, depression, and OCD for as long as I can remember. It's taken the form of many different things throughout the years, and I've medicated it with everything under the sun,..."
317,JP,1,0,0.006079176440834999,"'I've struggled with anxiety, depression, and OCD for as long as I can remember. It's taken the form of many different things throughout the years, and I've medicated it with everything under the sun,..."
318,IE,1,0,0.0010330367367714643,"hey, welcome and stuff! is your username referencing the band at all? out bus windows and having the music fit your scenery esp when it's raining 3 candles flickering. when you hug a person and you fi..."
320,JP,1,0,0.04716775193810463,"'Why is it that in pictures of us, you look like you want to go pet a bunch of baby kittens, and I look like Katniss from The Hunger Games ready to attack? my INFJ sister My INTJ... 15. Get a cute dog..."
321,IE,0,1,0.999153733253479,'Hahaha yup! Sounds like me. Slow moving and docile with random outbursts. Be prepared! Oh wait you can't muhuhahaaa!!! A round of applause for this guy over here! He's got feelings and can use his......
321,JP,0,1,0.9993441700935364,'Hahaha yup! Sounds like me. Slow moving and docile with random outbursts. Be prepared! Oh wait you can't muhuhahaaa!!! A round of applause for this guy over here! He's got feelings and can use his......
325,IE,1,0,0.09199623018503189,"'It gets 100 F here in the summer. Only flunkies, lawmen, and people with job interviews would be wearing a suit around here. laughing Pour bourbon in a clean glass. Add ice if you are feeling bland. ..."
325,TF,0,1,0.7394255995750427,"'It gets 100 F here in the summer. Only flunkies, lawmen, and people with job interviews would be wearing a suit around here. laughing Pour bourbon in a clean glass. Add ice if you are feeling bland. ..."
326,IE,1,0,0.09217636287212372,"'if i don't know it, i wouldn't say it. i just don't know how to do it right. You are probably right. Why is he doing this to himself though? He told me he wanted to have a family in the next couple o..."
326,NS,1,0,0.01037079468369484,"'if i don't know it, i wouldn't say it. i just don't know how to do it right. You are probably right. Why is he doing this to himself though? He told me he wanted to have a family in the next couple o..."
326,TF,1,0,0.003879306372255087,"'if i don't know it, i wouldn't say it. i just don't know how to do it right. You are probably right. Why is he doing this to himself though? He told me he wanted to have a family in the next couple o..."
328,TF,0,1,0.856715977191925,'Ha USA will be doomed if I came into power. It will become law to wear tophats and drink tea everyday. It will become the duty of every town citizen to dance and sing in a musical on the street about...
329,NS,1,0,0.0017388906562700868,"'Thank you so much for the mention! But looking back at what i wrote, it now feels so biased and juvenile an attempt. I love how you draw and paint. These were just lovely. Beautiful. Especially loved..."
332,IE,0,1,0.9989761114120483,"'Actually, from these results, it looks like you're triple withdrawn 5w4, 9w8, 4w5. It would appear that you just happen to have strong 2, 6, and 7 traits. It's odd that you're associating the whole h..."
332,JP,1,0,0.10472201555967331,"'Actually, from these results, it looks like you're triple withdrawn 5w4, 9w8, 4w5. It would appear that you just happen to have strong 2, 6, and 7 traits. It's odd that you're associating the whole h..."
333,JP,0,1,0.5277870297431946,"I guess Ollivander is an ISTJ. Based on the first post you're definitely an IxTJ. Probably INTJ. I think he's more like an ISFJ, for example how he says there's no reason for him to distrust Snape sin..."
337,IE,0,1,0.6453588604927063,'I've never like my name... It's super common and never fit me. Random people have even told me they don't think my name fits me. I want to change it real bad but my family friends kinda flip out... T...
337,TF,1,0,0.1478949785232544,'I've never like my name... It's super common and never fit me. Random people have even told me they don't think my name fits me. I want to change it real bad but my family friends kinda flip out... T...
341,IE,0,1,0.6644395589828491,Why does it have to be one or the other? I think it's possible to be both fair kind. I've been trying figure out what to say to this. I've have no relationship experience so I'm not sure if what I say...
343,NS,0,1,0.9992347955703735,'I totally understand where are you coming from. But in my case the rewards surpass the safety of my job. Im going no where with my job and Im getting paid very low. My problem is not with the... Hey ...
344,TF,1,0,0.001131301512941718,"'Alright, you tricky INTJs, what's your biggest temptation? What's the one thing that would make you contemplate giving up everything in order to gain achieve conquer it? What do you want more than......"
345,TF,1,0,0.0007872615242376924,"i guess he's just preparing for wwIII, which will start with the whole country tryna hunt him down P the jets arent for us, they are for him P i signed a petition to get him out, probs wont... oh good..."
347,JP,0,1,0.9995790123939514,"'Right now I am into Blue Halite Crystals mined in Carlsbad, NM what i have seen of the show so far this is my best guesstimation. Amanita ENFP 7W8 Sun Bak ISTJ 1W9 Riley Blue INFP 9w1 Wolfgang Bogdan..."
350,TF,1,0,0.4858025908470154,"'I'm not the forgiving type I won't waste my time and empathy on bad people. I can forgive a simple error, but if someone does something bad deliberately, I dust my hands of them. No vengeance,... Whe..."
350,JP,0,1,0.9697777032852173,"'I'm not the forgiving type I won't waste my time and empathy on bad people. I can forgive a simple error, but if someone does something bad deliberately, I dust my hands of them. No vengeance,... Whe..."
353,JP,0,1,0.999178946018219,"' Macrosapien I agree with the victim part. We have friends of friends. Though we are not in the same environment. I can choose for myself, who I want to be with. To be in a negative or positive... Hi..."
355,IE,0,1,0.9992480874061584,"'I actually think Gibbs is more INFP. I'm ENTP, but because I was in the military I became extremely organized. If someone didn't know me, but saw me IRL, I can come off as an INTJ. Gibbs has his... I..."
355,NS,1,0,0.0003388873301446438,"'I actually think Gibbs is more INFP. I'm ENTP, but because I was in the military I became extremely organized. If someone didn't know me, but saw me IRL, I can come off as an INTJ. Gibbs has his... I..."
355,TF,1,0,0.0008214300032705069,"'I actually think Gibbs is more INFP. I'm ENTP, but because I was in the military I became extremely organized. If someone didn't know me, but saw me IRL, I can come off as an INTJ. Gibbs has his... I..."
355,JP,0,1,0.994581401348114,"'I actually think Gibbs is more INFP. I'm ENTP, but because I was in the military I became extremely organized. If someone didn't know me, but saw me IRL, I can come off as an INTJ. Gibbs has his... I..."
356,IE,1,0,0.000876562437042594,"'my memory couldn't be worse Fair enough, I interpreted wrong my apologies. Love is not about giving and wanting nothing in return. I realize how when you say that it has all these good things wrapped..."
356,TF,0,1,0.9997748732566833,"'my memory couldn't be worse Fair enough, I interpreted wrong my apologies. Love is not about giving and wanting nothing in return. I realize how when you say that it has all these good things wrapped..."
356,JP,1,0,0.007440469693392515,"'my memory couldn't be worse Fair enough, I interpreted wrong my apologies. Love is not about giving and wanting nothing in return. I realize how when you say that it has all these good things wrapped..."
357,IE,0,1,0.5956050157546997,'what's this? There is a site that I go on every day. There is a user on this site that has an intense personal beef with me that stems from his jealousy that I keep in contact with a female user of t...
358,IE,1,0,0.051923662424087524,"'I think he definitely doesn't want to use me as a sex toy last week when we talked, I got emotional and said that our arrangement made me feel like I'm just the woman he sleeps with until he finds......"
358,JP,1,0,0.006812636740505695,"'I think he definitely doesn't want to use me as a sex toy last week when we talked, I got emotional and said that our arrangement made me feel like I'm just the woman he sleeps with until he finds......"
359,IE,0,1,0.9974334836006165,'SCENARIO 1 FOCUS ON YOUR FEELING PROCESS HERE Your significant other just ended your 2 year relationship quite suddenly and with no apparent explanation. Up until this point you had both been... I ha...
359,JP,0,1,0.9096699357032776,'SCENARIO 1 FOCUS ON YOUR FEELING PROCESS HERE Your significant other just ended your 2 year relationship quite suddenly and with no apparent explanation. Up until this point you had both been... I ha...
361,NS,0,1,0.6725303530693054,"'I think it would be cool to be ESTP. I wouldn't mind being ENTJ either. Favorite Intuitive Type ENFJ Least Favorite Sensing Type ISFP Hmm, you all present very interesting and valid responses. It may..."
361,TF,1,0,0.0014092111960053444,"'I think it would be cool to be ESTP. I wouldn't mind being ENTJ either. Favorite Intuitive Type ENFJ Least Favorite Sensing Type ISFP Hmm, you all present very interesting and valid responses. It may..."
361,JP,1,0,0.01998630166053772,"'I think it would be cool to be ESTP. I wouldn't mind being ENTJ either. Favorite Intuitive Type ENFJ Least Favorite Sensing Type ISFP Hmm, you all present very interesting and valid responses. It may..."
362,IE,1,0,0.001553008914925158,"'Or perhaps you are looking at the letters too closely and not seeing the bigger picture. I have two female ISTJ friends both remind me of each other and both remind me of Katniss, although one... 5'5..."
362,JP,1,0,0.003398955101147294,"'Or perhaps you are looking at the letters too closely and not seeing the bigger picture. I have two female ISTJ friends both remind me of each other and both remind me of Katniss, although one... 5'5..."
363,IE,1,0,0.0003873701498378068,"'I'm a 3w2. I identify with it completely. Like Responsible, intelligent, a commanding presence, competence, assertive, adventurous spirit and a zest for life and learning Annoy doormat, whiners, mart..."
363,NS,1,0,0.0003815724339801818,"'I'm a 3w2. I identify with it completely. Like Responsible, intelligent, a commanding presence, competence, assertive, adventurous spirit and a zest for life and learning Annoy doormat, whiners, mart..."
363,TF,0,1,0.999853253364563,"'I'm a 3w2. I identify with it completely. Like Responsible, intelligent, a commanding presence, competence, assertive, adventurous spirit and a zest for life and learning Annoy doormat, whiners, mart..."
363,JP,0,1,0.9997281432151794,"'I'm a 3w2. I identify with it completely. Like Responsible, intelligent, a commanding presence, competence, assertive, adventurous spirit and a zest for life and learning Annoy doormat, whiners, mart..."
364,JP,0,1,0.9996463060379028,' last song before jjail ahhhhhhhhhhhhhhhhhhhhhhhhhhhhh Since this is my usual thread I'm gonna say bye to everybody even though I don't talk to anyone directly lmao. I'm turning myself in a few days ...
367,IE,0,1,0.9988622665405273,"'Wow! This is really good advice. However we asked each other out mutually last night, read my previous post for more details... Sorry you had to type all that P. Sent from my Nexus 5 using... Well it..."
367,TF,0,1,0.614800214767456,"'Wow! This is really good advice. However we asked each other out mutually last night, read my previous post for more details... Sorry you had to type all that P. Sent from my Nexus 5 using... Well it..."
369,IE,1,0,0.00014189639477990568,"'make sure you delete the search history tongue .... no seriously id just tell me you have an appointment and need time out. If they don't press it, don't tell me. If they are insistent tell them... I..."
369,NS,0,1,0.9993433356285095,"'make sure you delete the search history tongue .... no seriously id just tell me you have an appointment and need time out. If they don't press it, don't tell me. If they are insistent tell them... I..."
369,TF,0,1,0.9631457924842834,"'make sure you delete the search history tongue .... no seriously id just tell me you have an appointment and need time out. If they don't press it, don't tell me. If they are insistent tell them... I..."
370,IE,0,1,0.997593104839325,"'So me and a co worker we are both substitute teachers we flirted alot almost every day for like a month , alot of eye contact , he would nervously giggle at shit I would say even though it wasnt... E..."
370,JP,0,1,0.9995880722999573,"'So me and a co worker we are both substitute teachers we flirted alot almost every day for like a month , alot of eye contact , he would nervously giggle at shit I would say even though it wasnt... E..."
371,IE,1,0,0.3629660904407501,"'Backpacking and hitchhiking across the USA with a good friend as long I want to! laughing India, Australia also hitchhiking! , Iceland, Norway, Scotland I will in a few weeks! , Morocco, Africa... Dr..."
372,IE,0,1,0.9839184284210205,"'I haven't, but maybe I will. He's still quite young at nine, but he sees me doing MBTI personality quizzes and wants to do them himself. I walk him through them, but a lot of the words are too big......"
372,TF,1,0,0.002603468718007207,"'I haven't, but maybe I will. He's still quite young at nine, but he sees me doing MBTI personality quizzes and wants to do them himself. I walk him through them, but a lot of the words are too big......"
372,JP,0,1,0.9958884119987488,"'I haven't, but maybe I will. He's still quite young at nine, but he sees me doing MBTI personality quizzes and wants to do them himself. I walk him through them, but a lot of the words are too big......"
374,TF,1,0,0.0012829338666051626,'Oh man I love creepy and evil nonsense. There's the creepiest places on earth article series. The House on the Rock carousel in Wisconsin also written into the weird as hell novel American Gods ... H...
375,JP,0,1,0.9995985627174377,"'Apologies for jumping into the thread so late into the discussion I've read a great many of the responses, and am truly thankful for them. I thought perhaps I'd share my experiences with this... I re..."
376,IE,1,0,0.01727786473929882,"'Could we get a 'could go either way' option? Where would Libertarian fall? It would be odd of me to ask a guy on a date, since I consider that to be the mens role. However if I like someone I would f..."
376,NS,1,0,0.007927869446575642,"'Could we get a 'could go either way' option? Where would Libertarian fall? It would be odd of me to ask a guy on a date, since I consider that to be the mens role. However if I like someone I would f..."
376,JP,0,1,0.99955815076828,"'Could we get a 'could go either way' option? Where would Libertarian fall? It would be odd of me to ask a guy on a date, since I consider that to be the mens role. However if I like someone I would f..."
377,NS,0,1,0.999403715133667,"'Thank you! I forgot to reply on this. I talk to him casually when I need something or help but not as we we're good friends. He sometimes tries to reach out, I respond to his casually. I don't want....."
377,TF,0,1,0.9990693926811218,"'Thank you! I forgot to reply on this. I talk to him casually when I need something or help but not as we we're good friends. He sometimes tries to reach out, I respond to his casually. I don't want....."
378,IE,0,1,0.9981125593185425,"'1v1 me rite now. Let's settle this with our fists! b I feel confused, torn, and worried. Maybe even a little heartbroken. Just lost in my feelings and don't know if it's just me or what. Most of all ..."
379,IE,0,1,0.9679198265075684,"'When you're more likely to express irritability than happiness. Try re asking that as would a person get back together with an ex?. The answer is still maybe, but you're a bit closer to the truth. Yo..."
379,NS,1,0,0.00046610148274339736,"'When you're more likely to express irritability than happiness. Try re asking that as would a person get back together with an ex?. The answer is still maybe, but you're a bit closer to the truth. Yo..."
379,JP,1,0,0.005915273446589708,"'When you're more likely to express irritability than happiness. Try re asking that as would a person get back together with an ex?. The answer is still maybe, but you're a bit closer to the truth. Yo..."
381,NS,0,1,0.9252286553382874,'one's life only makes sense within the context of the whole is optimizing your girlfriend's source code file when she's too tired to search for the bugs herself and leaving textual hearts in the comm...
381,JP,1,0,0.003925134427845478,'one's life only makes sense within the context of the whole is optimizing your girlfriend's source code file when she's too tired to search for the bugs herself and leaving textual hearts in the comm...
383,TF,0,1,0.9997729659080505,"'ive recently had several sleep paralyses while having nightmares. its kind of amazing, but awful. when i saw it on the tv, i was like WOW. then i was like, thats so cool! then i looked at all the peo..."
383,JP,0,1,0.9996894598007202,"'ive recently had several sleep paralyses while having nightmares. its kind of amazing, but awful. when i saw it on the tv, i was like WOW. then i was like, thats so cool! then i looked at all the peo..."
384,IE,0,1,0.9993416666984558,'I'm probably gonna die alone and I quite honestly don't see how I could ever have a wife and kids. I don't think it's gonna matter in the end. As long as I'm ok with it through out my life I don't......
384,JP,0,1,0.6760827898979187,'I'm probably gonna die alone and I quite honestly don't see how I could ever have a wife and kids. I don't think it's gonna matter in the end. As long as I'm ok with it through out my life I don't......
385,TF,1,0,0.009842934086918831,'Greed and sloth. Greed because I always feel like I don't have enough I'm not necessarily talking about only money and luxurious goods . Sloth because... I do a whole lot of nothing. often feel ignor...
388,IE,0,1,0.9965776801109314,mandingoooooooo an ESTP would be good as a gym partner i think You people seem to have brothels and gyms mixed up b do not know who I am though oily oily haha atamagasuita x whitey's job aaaaaaaaaaaaa...
389,JP,0,1,0.9599944353103638,"'This. Pretty perfect. Also, this post on her website gives a lot of insight too. I wouldn't say hate but rather frustration anger. From my experience the lack of emotion is the universal trait. I can..."
391,NS,0,1,0.9978688955307007,"'I used to think i was the beneficiary. Hm. I read the type description for all four INxx types, and they seem to fit as they are ie. j is J and p is P Does everyone anyone agree? Any thoughts? Also, ..."
391,JP,1,0,0.0020516260992735624,"'I used to think i was the beneficiary. Hm. I read the type description for all four INxx types, and they seem to fit as they are ie. j is J and p is P Does everyone anyone agree? Any thoughts? Also, ..."
393,NS,1,0,0.004493611864745617,"'have to bump again have to bump I am dyslexic so please donx92t comment on spellings please help me with finding my type, i have put in as much info as possible so please ask as may questions as you ..."
393,JP,0,1,0.9991100430488586,"'have to bump again have to bump I am dyslexic so please donx92t comment on spellings please help me with finding my type, i have put in as much info as possible so please ask as may questions as you ..."
395,IE,0,1,0.9690364003181458,'how do estjs want to have love expressed to them? what makes them feel loved? N the Intuitive Function...but I also love being Introverted and Rational T . wow...i was just referring to the law of ec...
396,NS,1,0,0.0004973701434209943,"Ok I don't really get new clothes much because bluh, but last week I got a cool pair of leggings. I wore them for the first time today well, now it's technically yesterday , and I already tore a... so..."
396,TF,0,1,0.9997209906578064,"Ok I don't really get new clothes much because bluh, but last week I got a cool pair of leggings. I wore them for the first time today well, now it's technically yesterday , and I already tore a... so..."
400,NS,1,0,0.0003766387526411563,"'Don't worry. I slaughtered her to pieces and ate her liver just to move on.. but in all seriousness, when does an ENTP look like an ISTP? Greetings ENTPs, Hope the day's treating you well so far. As ..."
402,TF,0,1,0.6871601343154907,"'It would be funny to Ask them,What is the difference between you don't believe in God and you believe that there is no God?In spite of you not believing in them. I think the first one might have to d..."
403,TF,0,1,0.9996787309646606,"'Reading between the lines, here is what I see there You basically are saying that you are not worried about other faiths coming calling they will not shake you because of your belief that your SO... ..."
403,JP,0,1,0.9567875266075134,"'Reading between the lines, here is what I see there You basically are saying that you are not worried about other faiths coming calling they will not shake you because of your belief that your SO... ..."
404,TF,0,1,0.910484790802002,"'I only recently started getting back into personality types and Myers Briggs again, so that's been a major interest. Since I'm not supposed to talk about that, my other recent interest would have to...."
405,IE,0,1,0.9949231743812561,"'Thanks. Vernacular from other countries always gets stick in my head once I start thinking about it. Thank you! This has been bugging me for weeks. if you don't mind, I've got another shit or shite? ..."
405,TF,1,0,0.0009800363332033157,"'Thanks. Vernacular from other countries always gets stick in my head once I start thinking about it. Thank you! This has been bugging me for weeks. if you don't mind, I've got another shit or shite? ..."
406,IE,0,1,0.6182937026023865,'Welcome to the cafe. innocent I wholeheartedly agree. It used to be the first thing I used to check update back in the days. It was one of the better things about perc. I hope they bring it back soon...
406,JP,0,1,0.9490745663642883,'Welcome to the cafe. innocent I wholeheartedly agree. It used to be the first thing I used to check update back in the days. It was one of the better things about perc. I hope they bring it back soon...
407,IE,1,0,0.007586719933897257,"Wow.Finally a woman who understands that feelings are for feeling,not for thinking If its friends you are looking for you found one.Message me anytime.I have a condition also, but mine is fun . Growth..."
407,NS,1,0,0.006813230458647013,"Wow.Finally a woman who understands that feelings are for feeling,not for thinking If its friends you are looking for you found one.Message me anytime.I have a condition also, but mine is fun . Growth..."
